Line,Station,Lat,Long,E_WGS84_Z7,N_WGS84_Z7,ALT,Az,Dur,Noise,rE_0011,rE_0022,rE_0045,rE_0090,rE_0180,rE_0360,rE_0720,rE_1440,rN_0011,rN_0022,rN_0045,rN_0090,rN_0180,rN_0360,rN_0720,rN_1440,iE_0011,iE_0022,iE_0045,iE_0090,iE_0180,iE_0360,iE_0720,iE_1440,iN_0011,iN_0022,iN_0045,iN_0090,iN_0180,iN_0360,iN_0720,iN_1440,SNI_0011,SNI_0022,SNI_0045,SNI_0090,SNI_0180,SNI_0360,SNI_0720,SNI_1440
7000,1000,61.32778438,-139.1526873,598873,6800697,1107.5,340.2,91,0,0.03,0.002,0.012,-0.001,-0.017,-0.041,-0.07,-0.091,0.025,0.057,0.072,0.097,0.113,0.1,0.062,0.04,0.078,0.032,0.001,-0.029,-0.032,-0.041,-0.037,-0.021,0.067,0.047,0.046,0.033,0.007,-0.03,-0.041,-0.038,114.9,322.4,578.6,1139.4,1808.4,2121.8,2504.4,4384.7
7000,1250,61.32936856,-139.14966,599030,6800878,1106.2,75.9,92,0,0.023,0.082,0.099,0.111,0.117,0.118,0.112,0.099,-0.012,0.034,0.099,0.149,0.168,0.165,0.164,0.167,0.079,0.066,0.039,0.023,0.009,-0.004,-0.017,-0.035,0.101,0.082,0.082,0.065,0.032,-0.007,-0.023,-0.012,115.1,215.3,353.4,792.6,1840.5,3437.1,2798.5,2477.4
7000,1500,61.33105831,-139.1464766,599195,6801071,1115,284.7,107,0,,0.098,0.143,0.16,0.157,0.17,0.164,0.138,,0.061,0.083,0.098,0.122,0.108,0.071,0.03,0.004,0.065,0.056,0.01,0.022,0.002,-0.027,-0.046,0.026,0.05,0.035,0.025,-0.005,-0.043,-0.064,-0.066,18,135.8,247.7,457.3,1289.8,1932.8,2198.9,1834.2
7000,1750,61.33272233,-139.1433878,599355,6801261,1112.9,1.6,120,0,,-0.074,0.083,0.059,0.092,0.104,0.104,0.078,,0.053,0.08,0.075,0.065,0.031,-0.008,-0.048,,0.041,0.017,0.003,0.013,-0.002,-0.03,-0.045,,0.024,0,-0.023,-0.045,-0.065,-0.066,-0.043,10.8,117.2,277.3,631.9,1276.8,1548.3,2153.8,2932
7000,2000,61.33442064,-139.1401846,599521,6801455,1098.5,35.9,120,0,,0.018,0.036,0.015,0.021,0.029,0.022,0.015,,0.073,0.079,0.062,0.063,0.08,0.105,0.158,0.162,0.047,0.004,-0.008,-0.002,-0.008,-0.02,-0.03,0.049,0.031,0.008,0.005,0.021,0.044,0.061,0.069,39.3,251.5,592.1,929.8,2013.5,2691.3,3401.6,3427.6
7000,2000,61.33442064,-139.1401846,599521,6801455,1098.5,313.5,83,0,0.004,0.044,0.052,0.04,0.031,0.037,0.038,0.026,0.009,0.052,0.065,0.056,0.053,0.073,0.111,0.159,0.082,0.033,0.003,-0.005,-0.001,0.001,-0.005,-0.011,0.054,0.033,0.012,0.013,0.031,0.056,0.075,0.074,110.9,281.6,954.1,1849.6,2435.5,2048.2,1682.7,2007.4
7000,2250,61.33608811,-139.1373566,599667,6801645,1091.9,322.1,205,0,0.232,0.037,0.039,0.02,0.009,0.002,-0.002,-0.008,-0.1,0.046,0.045,0.022,0.004,0.005,0.03,0.062,0.011,0.024,-0.006,-0.016,-0.011,0.001,0.022,0.016,0.017,0.024,-0.005,-0.017,-0.003,0.028,0.054,0.051,155.2,266.4,608.3,896.5,935.5,1330.3,1187.9,934.4
7000,2500,61.33778165,-139.1338164,599851,6801839,1079,280.8,130,0,0.058,0.032,0.038,0.013,-0.009,-0.031,,,-0.071,0.044,0.045,0.021,-0.01,-0.042,,,0.008,0.019,-0.01,-0.028,-0.036,-0.035,-0.031,-0.01,-0.014,0.022,-0.011,-0.041,-0.048,-0.04,-0.02,0.005,193.2,260.1,579.3,852.1,1038.6,1506.1,1593.8,1553.9
7000,2750,61.33938643,-139.1310103,599996,6802022,1061.5,62.2,252,0,,0.009,0.023,0.015,0.006,-0.007,-0.02,-0.026,,0.093,0.113,0.105,0.084,0.064,0.048,0.033,0.026,0.027,0.01,-0.008,-0.018,-0.023,-0.03,,0.048,0.056,0.021,-0.016,-0.029,-0.032,-0.031,,133.9,235.9,644.1,965.5,1024.4,1034,1068.3,882.2
7000,3000,61.34107573,-139.1278249,600161,6802215,1016.4,52.5,188,0,0.019,-0.017,0,0.006,0.006,0.014,0.022,0.032,-0.289,0.097,0.132,0.143,0.152,0.167,0.185,0.187,0.065,0.053,0.046,0.021,0.017,0.017,0.02,0.019,0.095,0.09,0.063,0.04,0.035,0.031,0.018,0.002,156.4,371.2,544.7,871.5,1271.4,1797.7,1841.5,2501.7
7000,3000,61.34107573,-139.1278249,600161,6802215,1016.4,234,181,0,-0.038,,0.061,0.071,0.075,0.073,0.085,0.091,-0.279,,0.102,0.115,0.126,0.141,0.161,0.159,-0.004,,0.044,0.025,0.018,0.019,0.017,0.011,-0.019,,0.054,0.037,0.036,0.033,0.018,0.004,976.3,355.6,424,833.6,986.8,1116.8,1054,1089.4
7000,3250,61.3427929,-139.1247122,600322,6802411,963,321,248,0,0.02,0.005,-0.029,-0.023,-0.024,-0.024,-0.018,-0.01,-0.243,0.001,0.059,0.065,0.062,0.066,0.077,0.083,-0.003,0.001,0.02,0.012,0.007,0.012,0.014,0.014,0.004,0.06,0.047,0.02,0.016,0.02,0.02,0.016,543,459.2,576.2,1146.3,1799.7,2861.5,3190.4,2165.5
7000,3500,61.34449231,-139.121619,600482,6802605,963.8,9.6,210,0,0.052,,-0.073,-0.07,-0.068,-0.058,-0.041,-0.016,-0.238,,-0.015,-0.025,-0.04,-0.039,-0.017,0.022,-0.023,-0.005,0.013,0.015,0.02,0.032,0.042,0.045,0.015,0.064,0.024,0,0.007,0.03,0.052,0.057,1026.6,324.7,605.5,1407,2887.5,4110.6,6109.9,5937.9
7000,3750,61.34628775,-139.1183327,600652,6802810,942.6,358.9,177,0,-0.138,-0.166,-0.132,-0.112,-0.101,-0.092,-0.082,,-0.145,-0.13,-0.118,-0.118,-0.129,-0.132,-0.12,,0.05,0.069,0.048,0.033,0.024,0.036,0.047,0.049,0.007,0.041,0.009,-0.012,-0.002,0.027,0.054,0.062,314.2,455,1339.9,2657.9,4715.6,6925.8,7478.5,9778.2
7000,4000,61.34784812,-139.1155837,600794,6802988,924.2,294.3,297,0,-0.024,-0.067,-0.099,-0.095,-0.085,-0.063,-0.04,-0.025,-0.248,-0.073,-0.071,-0.07,-0.067,-0.05,-0.02,0.01,0.006,,0.015,0.022,0.034,0.045,0.046,0.043,-0.002,,0.027,0.02,0.032,0.049,0.062,0.06,1057.9,539.3,1031.3,2430.8,4653.8,6674,7625.6,9797.8
7000,4000,61.34784812,-139.1155837,600794,6802988,924.2,217.2,136,0,-0.035,-0.146,-0.088,-0.079,-0.079,-0.058,-0.029,-0.004,-0.3,-0.097,-0.049,-0.049,-0.047,-0.035,-0.011,0.019,0.028,0.033,0.011,0.022,0.035,0.046,0.05,0.029,-0.001,0.032,0.026,0.016,0.025,0.039,0.049,0.048,416.8,200,436.3,750.4,1252.3,1331.9,1338.9,1374
7000,4250,61.34954394,-139.1122466,600967,6803182,915.4,350.2,123,0,,-0.09,-0.083,-0.067,-0.041,-0.011,0.019,0.019,,-0.072,-0.033,-0.01,0.01,0.022,0.025,0.011,-0.04,0.019,0.034,0.041,0.052,0.047,0.031,0.016,-0.007,0.068,0.055,0.044,0.033,0.016,-0.005,-0.017,266.8,128.2,328,505.6,770.4,1081.2,838.9,855.2
7000,4500,61.35125996,-139.1090762,601131,6803378,910.2,309.8,131,0,,-0.114,-0.05,-0.019,0.011,0.045,0.06,0.059,,-0.064,0.016,0.066,0.108,0.135,0.136,0.12,,0.013,0.049,0.055,0.058,0.042,0.016,0.009,,0.089,0.098,0.088,0.067,0.032,0,-0.013,225.3,172.1,314.3,550.6,1301.4,3460.8,4957.1,6859.4
7000,4750,61.35281623,-139.106046,601288,6803556,887.2,353.1,212,0,-0.008,0.084,-0.043,-0.024,-0.002,0.014,0.02,0.014,-0.18,-0.013,0.038,0.104,0.152,0.177,0.175,0.157,-0.036,-0.017,0.036,0.038,0.034,0.024,0.01,0.008,0.029,0.107,0.116,0.102,0.073,0.033,0,-0.017,446.8,451,358,663.9,1606.9,4475.3,5711.7,8274.5
7000,5000,61.35456799,-139.1028727,601452,6803756,868.6,5.2,174,0,0.062,0.187,,-0.028,-0.004,0.007,0.009,0.01,-0.236,-0.033,,0.083,0.12,0.123,0.103,0.069,0.001,,0.009,0.035,0.028,0.015,0.004,0.009,-0.001,,0.102,0.073,0.035,-0.009,-0.041,-0.052,676.8,267.7,233.5,619.1,2093.9,4000.3,3253.8,2221.8
7000,5000,61.35456799,-139.1028727,601452,6803756,868.6,83.3,120,0,0.06,0.03,-0.027,0.002,0.022,0.027,0.023,0.02,-0.272,-0.128,0.051,0.1,0.128,0.13,0.105,0.071,0.012,0.087,0.037,0.034,0.024,0.007,-0.003,-0.007,0.021,0.07,0.091,0.067,0.031,-0.013,-0.044,-0.054,702.9,79.5,259.1,524.5,1291.9,2670.1,2632.4,1996.6
7000,5250,61.35626637,-139.0997398,601614,6803950,856.9,18.6,125,0,-0.04,,,,,,-0.097,,-0.084,,,,,,0.022,,0.025,-0.023,0.032,-0.01,,,,,0.043,0.01,0.062,0.052,,,,,120.5,1150.9,1333.1,1386.3,1491.7,1227.2,1870.3,3408.8
7000,5500,61.35778732,-139.0967669,601768,6804124,851.6,318.8,120,0,,0.026,-0.035,-0.018,-0.008,-0.005,-0.011,-0.013,,-0.016,0.006,0.038,0.054,0.057,0.052,0.044,-0.015,-0.005,0.02,0.022,0.019,0.008,0.003,0.022,-0.01,0.044,0.056,0.042,0.024,0.006,-0.006,-0.007,566.3,168.9,385.9,777.5,1767.9,3524.3,3978.9,3860.8
7000,5750,61.3595589,-139.0937411,601924,6804326,843.1,215,271,0,,-0.035,-0.019,-0.007,-0.003,-0.022,,,,-0.079,-0.01,0.005,0.011,0.016,,,,0.01,0.017,0.01,-0.003,-0.019,,,,0.006,0.024,0.017,0.007,-0.005,,,437.9,354.2,791.2,1184.2,820.5,70,29,12.5
7000,6000,61.36122909,-139.090534,602090,6804517,833.5,226.6,181,29.8,0.103,,-0.009,-0.009,-0.005,-0.005,-0.019,-0.012,-0.038,,-0.032,-0.021,-0.019,-0.017,-0.009,-0.002,-0.123,-0.011,-0.003,0.005,0.002,0.006,0.016,0.017,-0.032,-0.033,-0.007,0.001,0.005,0.008,0.009,0.007,42.2,125,438.9,781.8,759.6,554.5,330.6,429.9
7000,6000,61.36122909,-139.090534,602090,6804517,833.5,97.7,139,0,,-0.022,-0.024,-0.024,-0.008,-0.007,-0.029,0.013,,-0.009,-0.013,-0.008,-0.008,-0.01,-0.011,0.001,-0.063,-0.031,-0.017,0.005,0.007,0.005,0.017,0.009,-0.028,-0.025,-0.006,-0.003,-0.002,0,0.007,0.011,25.4,116.8,229.3,553,685.8,622.1,309.9,367.7
7000,6000,61.36122909,-139.090534,602090,6804517,833.5,259.7,269,0,,,0.001,-0.014,0,0.012,0.025,0.008,,,-0.044,-0.015,-0.002,0.01,0.023,0.045,-0.114,0.007,0.018,0.016,0.018,0.013,0.01,0.005,-0.008,0.019,0.019,0.026,0.028,0.031,0.032,0.023,41.9,154.3,458.7,989.4,968.7,1155.2,995.8,650.5
7000,6000,61.36122909,-139.090534,602090,6804517,833.5,173.3,385,0,-0.647,0.024,-0.014,-0.003,0.007,0.01,0.02,0.028,0.377,-0.037,-0.006,0.009,0.018,0.03,0.043,0.054,-0.052,0,0.007,0.012,0.015,0.008,0.02,0.008,0.073,0.011,0.023,0.023,0.024,0.027,0.023,0.021,44.3,254.4,631.9,1092.8,1161.8,1123.6,873.4,553.3
7000,6250,61.36290079,-139.0874387,602250,6804708,826.6,156.4,269,0,,-0.022,-0.01,-0.006,0.003,0.005,0.017,0.029,,-0.018,-0.022,-0.008,0,0.007,0.013,-0.008,0.008,-0.017,0.005,0.012,0.008,0.001,-0.005,-0.01,0.092,-0.002,0.005,0.011,0.011,0.004,-0.005,-0.014,23.9,236.4,633.4,1064.7,959.7,603.4,200.7,739.6
7000,6500,61.36457928,-139.084193,602418,6804900,825.5,67.3,149,0,-0.331,-0.05,-0.031,-0.025,-0.015,-0.005,0.002,0.01,0.028,-0.021,-0.018,-0.006,0.007,0.017,0.027,0.037,-0.101,-0.01,0.004,0.013,0.011,0.011,0.019,0.004,-0.012,-0.014,0.005,0.016,0.02,0.017,0.013,0.005,27.4,112.9,305.2,589.3,728.5,670.2,240.1,574.5
7000,6750,61.36630703,-139.081262,602569,6805097,824.2,181.8,123,0,-0.054,-0.011,-0.017,-0.007,-0.003,-0.001,-0.007,-0.009,0.031,-0.029,-0.023,-0.01,-0.004,0.001,0.005,0.004,-0.081,-0.017,0.002,0.008,-0.001,0.001,0.005,0.017,-0.021,-0.022,0.001,0.008,0.012,0.012,0.013,0.01,41.4,144.9,395.2,692.5,788.5,801.4,258.3,230.4
8000,0,61.31502742,-139.1509725,599005,6799279,1201.7,288.1,236,0,0.031,-0.072,-0.094,-0.112,-0.109,-0.098,-0.005,,-0.216,-0.089,-0.062,-0.052,-0.037,0.006,0.063,,-0.043,-0.006,-0.022,-0.012,0.01,0.025,0.031,,0.046,0.02,0.027,0.044,0.068,0.101,0.108,,16.4,205,540.2,870.3,595.2,246,25.2,4.4
8000,0,61.31502742,-139.1509725,599005,6799279,1201.7,224.2,259,0,,0.032,-0.089,-0.103,-0.104,-0.07,,,,-0.115,-0.038,-0.021,-0.007,0.031,,,-0.068,-0.018,-0.018,-0.002,0.023,0.045,0.109,-0.166,-0.039,0.015,0.033,0.044,0.063,0.096,0.102,0.078,38,211.6,706.6,1124.2,688.7,125.9,2.8,4.2
8000,250,61.31670078,-139.1479037,599164,6799470,1199.9,8.9,220,0,,,-0.169,-0.12,-0.113,-0.111,,,,,-0.057,-0.088,-0.098,-0.088,,,,-0.005,-0.019,-0.014,0.005,0.023,,-0.016,,-0.017,-0.021,-0.016,0.002,0.028,,0.039,40,182.3,343.7,839.9,477.7,211.4,42.7,7
8000,500,61.31841894,-139.1448319,599323,6799666,1204.5,346.2,141,0,,-0.127,-0.111,-0.105,-0.107,-0.108,-0.2,-0.307,,-0.052,-0.068,-0.09,-0.108,-0.119,-0.098,0.005,-0.152,-0.022,-0.03,-0.022,0,0.008,-0.1,,0.011,-0.034,-0.035,-0.035,-0.026,-0.011,0.025,,23,152,374.4,711.2,409,96.2,20.4,0
8000,750,61.32014447,-139.1416473,599488,6799863,1202.5,102.3,312,0,,,-0.058,-0.038,-0.032,-0.035,-0.178,-0.165,,,0.076,0.052,0.056,0.053,0.01,-0.157,0.086,0.007,-0.029,-0.017,-0.001,0.001,-0.001,0.092,0.098,0.001,0.018,0.013,0.005,-0.003,-0.012,0.051,144.5,96.9,400.2,1118.7,816.3,314.9,68.6,10.6
8000,1000,61.32176907,-139.1389008,599629.85,6800048.1,1174.209,219.2,199,0,,0.086,0.095,0.12,0.06,0.069,-0.03,-0.025,,0.06,0.077,0.137,0.183,0.197,0.172,0.148,-0.115,,0.022,0.007,0,-0.006,0.004,0.167,-0.095,,0.055,0.064,0.047,0.011,-0.007,-0.047,49,144,404.5,484.2,635.4,223.4,51.4,5.4
8000,1000,61.32176907,-139.1389008,599629.85,6800048.1,1174.209,286.3,148,0,,0.14,0.027,0.043,0.015,0.06,0.062,-0.084,,-0.001,0.09,0.139,0.182,0.207,0.193,0.116,-0.101,-0.007,-0.014,-0.009,0.003,-0.004,0.068,,-0.004,0.052,0.072,0.067,0.044,0.004,0.005,,61.9,101.9,266.6,469.6,543.7,501.7,229.3,20.5
8000,1250,61.3234102,-139.1355308,599805,6800236,1185,20.8,260,0,,0.057,0.061,0.043,0.028,0,0.046,0.206,,0.143,0.18,0.231,0.277,0.291,0.297,0.199,,0.018,-0.005,-0.021,-0.02,-0.026,-0.021,0.019,,0.093,0.089,0.086,0.061,0.016,-0.022,0.069,29.6,201.5,492.3,687.9,562.7,202.6,74,0
8000,1500,61.32513038,-139.1326257,599955,6800432,1171.7,312.8,273,0,,0.034,0.077,0.076,0.06,0.062,0.246,0.095,,0.098,0.13,0.165,0.203,0.223,0.361,0.375,-0.099,0.02,-0.002,-0.013,-0.013,-0.01,-0.053,,-0.067,0.074,0.072,0.068,0.049,0.01,-0.039,,18.8,264.2,595.2,1005.8,897.1,857.2,349.1,14.1
8000,1750,61.32675615,-139.1293896,600123,6800618,1161.8,83.7,61,0.1,0.084,0.107,0.085,0.056,0.038,-0.09,,,0.114,0.085,0.09,0.099,0.101,0.106,,,0.162,0.035,-0.012,-0.048,-0.034,-0.122,,,0.014,0.037,0.02,0.004,-0.018,-0.033,,,20.4,99.4,232.8,352.9,231.9,8.7,4.2,5.9
8000,1750,61.32675615,-139.1293896,600123,6800618,1161.8,83.4,244,0,,0.086,0.079,0.06,0.034,-0.018,,,,0.094,0.091,0.099,0.1,0.078,,,0.154,0.016,-0.014,-0.041,-0.039,-0.093,-0.083,-0.052,0.094,0.035,0.018,0.002,-0.025,-0.054,-0.031,0.174,8.8,155.2,455,772,484.1,62.1,19.5,10.5
8000,2000,61.32842876,-139.1262998,600283,6800809,1137,22.8,182,0,,0.048,0.044,0.018,-0.009,-0.028,-0.038,-0.04,,0.062,0.061,0.043,0.02,-0.014,-0.04,-0.056,0.04,0.007,-0.019,-0.037,-0.036,-0.027,-0.015,0,0.055,0.018,-0.012,-0.031,-0.043,-0.045,-0.029,0.001,68.5,317.3,761.8,1314,1882,2208.9,2141.8,1806.1
8000,2000,61.32842876,-139.1262998,600283,6800809,1137,282,178,0.1,,0.066,0.072,0.043,0.011,-0.016,-0.034,-0.039,,-0.005,0.033,0.025,0.012,-0.011,-0.03,-0.039,,0.027,-0.02,-0.043,-0.045,-0.036,-0.021,0.004,,0.034,-0.001,-0.013,-0.024,-0.026,-0.012,0.017,30.8,229.6,792.5,1472.2,2452.2,3598.5,5104.5,4046.6
8000,2250,61.33019076,-139.1231857,600444,6801010,1110.2,320.9,183,0,,0.032,0.036,0.014,-0.004,-0.009,-0.003,0.011,,0.046,0.057,0.041,0.023,0.02,0.042,0.082,0.059,0.019,-0.006,-0.021,-0.014,0.002,0.021,0.027,0.068,0.037,0.008,-0.011,-0.002,0.021,0.049,0.054,26.2,252.6,655.5,1342.9,2373.8,3369.2,2780.7,3846.7
8000,2500,61.33184399,-139.1200029,600609,6801199,1093.7,11.4,164,0,,0.007,0.011,-0.004,-0.012,-0.017,-0.015,-0.003,,0.078,0.089,0.066,0.03,0,-0.031,-0.071,,0.03,0.001,-0.01,-0.009,0.002,0.013,0.026,,0.042,-0.004,-0.042,-0.059,-0.062,-0.069,-0.074,32.2,214.9,571.5,983.1,1322.3,2024.9,2334.2,2873
8000,2750,61.33342665,-139.1169175,600769,6801380,1069.9,329.1,149,0,0.02,-0.037,-0.001,0.001,0.003,,,,-0.025,0.103,0.147,0.164,0.179,,,,0.082,0.036,0.021,0.014,0.013,0.015,0.01,0.008,0.128,0.103,0.073,0.056,0.062,0.069,0.059,0.028,45.2,197.4,494.9,1026.7,1770.2,2914.9,3757.1,3500.3
8000,3000,61.33522303,-139.1137068,600935,6801585,1022.9,149,181,0,-0.004,-0.003,0.014,0.016,0.016,0.018,0.017,0.012,0.052,0.089,0.127,0.129,0.124,0.126,0.124,0.11,0.063,0.045,0.031,0.011,0.006,0.002,-0.005,-0.009,0.097,0.087,0.051,0.014,0.005,-0.001,-0.016,-0.027,72.1,261.3,734.7,1687.3,2086.8,2137.1,2458.5,1464.4
8000,3000,61.33522303,-139.1137068,600935,6801585,1022.9,227.7,181,0.1,0.088,0.005,0.024,0.03,0.031,0.034,0.032,0.028,-0.009,0.074,0.113,0.12,0.117,0.124,0.129,0.116,0.062,0.057,0.033,0.016,0.01,0.004,-0.002,-0.002,0.099,0.083,0.053,0.02,0.011,0.009,-0.006,-0.016,47.1,228.1,628.4,1390.2,2455.8,4383,5295.7,5812
8000,3250,61.33687863,-139.1107098,601090,6801774,1003.2,317.3,127,0,-0.085,-0.061,-0.051,-0.044,-0.035,-0.021,-0.009,0.005,-0.061,0.007,0.038,0.03,0.015,0.018,0.034,0.055,0.029,0.03,0.021,0.023,0.026,0.031,0.032,0.04,0.088,0.072,0.036,0.002,0.006,0.024,0.036,0.041,73.2,256.9,671.2,1542.3,2795.2,3510.5,3593,3355.6
8000,3500,61.33852258,-139.1075263,601255,6801962,968.5,260.5,123,0,-0.164,-0.107,-0.101,-0.104,-0.11,-0.101,-0.088,-0.073,-0.122,-0.055,-0.049,-0.077,-0.107,-0.11,-0.084,-0.049,0.037,-0.017,0.003,0,0.011,0.024,0.031,0.038,0.011,0.01,-0.003,-0.025,-0.008,0.027,0.055,0.07,62,186.3,570,1179.8,2450.8,3333.7,3151.9,2691
8000,3750,61.34021263,-139.1044331,601415,6802155,950.8,4,139,0,-0.163,-0.111,-0.124,-0.122,-0.105,-0.08,-0.052,-0.028,-0.156,-0.129,-0.132,-0.167,-0.188,-0.161,-0.101,-0.037,0.026,0.001,0,0.022,0.041,0.05,0.054,0.051,0.014,0.005,-0.02,-0.023,0.021,0.074,0.099,0.087,87.5,339,746.5,1742.1,3035.2,2757.3,2989,4009.5
8000,4000,61.34194694,-139.1012995,601577,6802353,938.5,247.1,227,0.1,-0.128,-0.143,-0.154,-0.152,-0.126,-0.081,-0.057,,-0.149,-0.084,-0.08,-0.093,-0.101,-0.08,0.013,,-0.013,0.001,0.013,0.035,0.06,0.072,0.078,,0.031,0.022,0,0,0.023,0.054,0.092,,67.4,254.5,671,1215.6,1092.7,744.4,135.9,18.6
8000,4000,61.34194694,-139.1012995,601577,6802353,938.5,273.6,126,0,-0.142,-0.139,-0.145,-0.14,-0.111,-0.072,-0.037,-0.016,-0.156,-0.111,-0.105,-0.122,-0.123,-0.092,-0.038,-0.003,0.035,0.007,0.011,0.037,0.06,0.066,0.057,0.036,0.033,0.021,0.005,0.005,0.036,0.069,0.073,0.05,67.1,293.7,728.3,1525.8,1623.9,1329.4,1623,3385.3
8000,4250,61.34343282,-139.0983863,601728,6802523,930.2,332.5,162,0,-0.272,-0.102,-0.099,-0.074,-0.029,0.02,0.035,0.031,-0.153,-0.054,-0.019,0.004,0.023,0.043,0.045,0.038,0.168,0.03,0.037,0.066,0.075,0.055,0.027,0.017,0.073,0.07,0.058,0.045,0.037,0.02,0.001,-0.011,48,348,795,1396.4,2098.7,4202,6356.7,5850.4
8000,4500,61.34519182,-139.095101,601898,6802724,914.8,232.9,127,0,-0.081,-0.068,-0.029,0.01,0.055,0.071,0.059,0.044,-0.055,0.043,0.108,0.158,0.178,0.168,0.14,0.118,0.053,0.065,0.069,0.071,0.053,0.019,-0.005,-0.002,0.099,0.117,0.103,0.065,0.021,-0.019,-0.034,-0.031,139,295.4,538,1056.9,2627.8,5340.2,5336.7,6005.9
8000,4750,61.34689159,-139.0920806,602054,6802918,890.8,16.9,161,0,-0.189,-0.076,-0.053,-0.03,0.001,0.017,0.022,0.021,-0.109,0.036,0.121,0.193,0.227,0.221,0.199,0.174,0.021,0.025,0.04,0.046,0.041,0.024,0.014,0.01,0.125,0.139,0.131,0.094,0.038,-0.011,-0.034,-0.045,86.3,281.9,559.7,1191.3,3509.3,6430.4,7128.6,7125.3
8000,5000,61.34853694,-139.0890259,602212,6803106,877.1,212.4,122,0,-0.055,-0.024,0.006,0.038,0.057,0.056,0.036,,-0.024,0.04,0.097,0.147,0.161,0.153,0.213,,0.06,0.056,0.062,0.048,0.026,-0.001,-0.011,,0.06,0.1,0.094,0.056,0.015,-0.014,-0.028,,57.9,204.8,475.6,870.4,807.6,561.9,208.3,41.5
8000,5000,61.34853694,-139.0890259,602212,6803106,877.1,340.9,120,0,-0.118,-0.06,-0.047,-0.024,-0.006,0.005,0.01,0.014,-0.059,0.018,0.088,0.142,0.159,0.144,0.121,0.097,-0.003,0.032,0.031,0.035,0.028,0.019,0.014,0.011,0.088,0.112,0.104,0.063,0.016,-0.022,-0.037,-0.045,80.9,248.8,483.2,1119.5,2902.7,4900.6,4547.2,4282.5
8000,5250,61.35019963,-139.0859323,602372,6803296,860.4,46.1,191,0,-0.133,-0.054,-0.043,-0.028,-0.019,-0.015,-0.011,-0.014,-0.031,0.021,0.075,0.111,0.116,0.101,0.082,0.063,0.004,0.019,0.022,0.02,0.013,0.008,0.002,-0.008,0.072,0.08,0.075,0.039,0.002,-0.021,-0.031,-0.033,55.5,301.2,642.1,1530.3,2987.5,4411.5,4489.7,3660.2
8000,5500,61.35196016,-139.0827764,602535,6803497,857,275.8,150,0,-0.01,-0.035,-0.023,-0.004,0.004,0.012,0.016,0.014,-0.058,-0.007,0.039,0.064,0.074,0.075,0.071,0.064,-0.004,0.024,0.029,0.025,0.019,0.013,0.006,0.003,0.039,0.057,0.056,0.036,0.017,0.004,-0.003,-0.004,110.8,378.2,745.1,1501,3401.9,5968.6,7045.3,6651.3
8000,5750,61.35360477,-139.0796833,602695,6803685,837,106.5,223,0,,-0.022,-0.024,-0.018,-0.006,0.103,,,,0.028,0.037,0.054,0.062,0.091,,,0.047,0.044,0.015,0.014,0.013,0.046,,,0.002,0.047,0.031,0.023,0.011,0.002,,,208.4,163.6,586.6,945.6,690.5,97.9,50.6,5.8
8000,6000,61.35532081,-139.0765668,602856,6803881,837,299.1,120,0,,-0.026,-0.041,-0.021,-0.016,-0.016,-0.003,-0.039,,-0.035,-0.012,0.005,0.016,0.02,0.016,0.011,-0.097,0.017,0.013,0.021,0.012,0.004,-0.011,-0.009,0.012,0.011,0.024,0.016,0.009,-0.003,-0.015,-0.038,17.8,101.6,214.8,532,779.9,602.8,388.6,70.5
8000,6000,61.35532081,-139.0765668,602856,6803881,837,209.8,157,0,,0.016,-0.014,-0.007,0,0.001,0.002,-0.005,,-0.034,-0.002,0.012,0.018,0.02,0.015,0.005,-0.114,-0.022,0.01,0.01,0.007,-0.003,-0.013,-0.018,0.016,0.025,0.021,0.014,0.004,-0.005,-0.018,-0.03,46.6,191.2,490.7,1004.2,1333.9,1969.7,1962.3,879.1
8000,6250,61.35698375,-139.0735093,603014,6804071,833.8,195.5,102,0,,-0.021,-0.004,-0.001,0.004,0.008,0.009,-0.001,,-0.01,-0.011,0.009,0.015,0.023,0.031,0.035,0.067,-0.02,0.006,0.007,0.011,0.005,-0.005,0.001,-0.062,0.009,0.016,0.02,0.018,0.019,0.022,0.009,30.6,136.6,358.9,589,661.6,646.7,376.8,246.3
8000,6500,61.35855795,-139.0705318,603168,6804251,827.6,67.6,120,0,-0.074,-0.034,-0.041,-0.022,-0.014,-0.002,0.014,0.038,-0.011,-0.002,-0.003,0.009,0.015,0.021,0.026,0.032,-0.049,-0.006,0.011,0.012,0.011,0.016,0.017,0.019,-0.043,-0.016,0.006,0.014,0.012,0.015,0.02,0.022,29.1,107.1,275.9,610.5,945.3,1006.3,677.8,298.1
8000,6750,61.36028116,-139.0673015,603335,6804448,822,29.6,111,0,,-0.045,-0.042,-0.026,-0.022,-0.02,-0.037,-0.028,,-0.009,-0.006,0.002,0.008,0.01,0.012,0.019,0.049,-0.016,0.016,0.007,0.006,0.003,0.001,-0.032,0.013,-0.019,-0.001,0.006,0.005,0.004,0.004,0.001,83.8,141.2,337.7,823.7,1447,931.7,171.3,85.3
